comment_id,user_id,parent_user_id,node_id,poster,parent_content,content,support,parody
4092,3529,3175.0,13,有一说一，真相快出来了,很好啊，你做套题，有做错的如何解释呢？你直播做题，既然面向大家了，我给你出道题不过分吧，你就这么自信每个人出的题都能做对？你要是这个级别的话，必须次次满分呀，因为卷面只有这些分你才只能得这些分,[抠鼻R]很难相信有人能说出这种话，一个人的成绩总体是平稳的，不可能出现今天考100分，明天考20分这种情况，我大学毕业多年了，但我至今还记得我初中数学100分的卷子基本都在90到96分，高的上不去，低也掉不下来，高中150分的卷子，基本在100到120之间，高中竞赛也参加过，基本像看天书，根本不是一个层级。所以别人为什么质疑姜萍，因为她的数学成绩一直是平稳的差，而更高难度的竞赛竟然突然“天才”了，然后竞赛完再考学校的卷子，又变差了？你觉得这种只在特定的一场比赛里突然天才的事情，合理吗？还是存在暗箱操作的可能性比较大？,1,0
5532,4365,4355.0,21,"建筑学急需一个姜萍证明自己还是一门工科，建议明年老八校，各过评估院校安排系内学生参加阿赛，依托各单位庞大的建筑学生力量，预赛出三个jumping，决赛再拿个牌。打那些诋毁建筑学不学数理不是工科人的脸！
 
#建筑转行[话题]# #建筑设计[话题]# #建筑学[话题]# #阿里数学全球竞赛[话题]#",砖想当拱，建筑学想要粉色领子[偷笑R],我我我 粉领子来的[doge],2,1
2139,2135,2133.0,9,姜萍老师的学历竟然那么高,为什么你会这么激动呢,为啥不能说啊你们证据都没一群臆想的，天天网暴一个女生有意思吗[汗颜R],0,1
1460,4234,,21,"建筑学急需一个姜萍证明自己还是一门工科，建议明年老八校，各过评估院校安排系内学生参加阿赛，依托各单位庞大的建筑学生力量，预赛出三个jumping，决赛再拿个牌。打那些诋毁建筑学不学数理不是工科人的脸！
 
#建筑转行[话题]# #建筑设计[话题]# #建筑学[话题]# #阿里数学全球竞赛[话题]#",,之前学校没过评估我拿的工学学士并且都招的理科生，前几年学校过评估了，开始招文科生了[偷笑R],0,0
760,652,,9,姜萍老师的学历竟然那么高,,我怎么觉得这老师看到她有一种惺惺相惜的感觉？,1,0
2129,1739,2075.0,4,浙大:人在家中坐，喜从天上来,可是你也没读过别的地方的本科教育啊[doge][doge]怎么比较,他同级的同学一大把，相互交流一下就知道。,0,0
4009,3190,3564.0,18,阿里数赛办的好！以后还是别办了...,[doge] 韩寒18岁就敢直接在电视节目上公开怒怼那些质疑他的人，姜同学敢吗？ 实力也得经得起质疑，特别是数学这种严谨的学科。,不能让天才埋没[doge],2,0
6685,5018,4855.0,24,官宣！姜萍决赛时间定了！,还有人信姜萍？这个事情一爆出来我就知道是假的，中专那些人什么样大伙还能不清楚，他是个大专我都有点信，你但凡学习习惯好一点都不至于上中专，然后中专一年半就学了人家几年学下来的东西，就是高等数学学会了，初等数学屁都不会月考不及格，互联网这种支持姜萍的人，我也是真的不好评价，可能觉得姜萍是主吧[皱眉R],虽然我哪边都不站，但是我觉得你不能一棒子打死那些中专的啦，世界上什么奇迹没有？可能真的只是你没有遇到。要是你真回到达尔文的进化论时期，你肯定第一个嘲笑达尔文是猴了[doge][doge],0,0
3701,3325,496.0,16,浙江大学数高院邀请姜萍参加暑假班！！！,你不信是因为你觉得不可思议。因为你不行，就不能别人行？天才在左疯子在右，为什么要预设这个世界上不存在这样的天才。特别是高等数学这种，她又不是昨天才学会的。如果新闻报道如实她已经自学了两年。她只有两种可能，要不就是真正的天才，要不就是沽名钓誉的一个数学爱好者。我赌一个天才,高数的难度相比阿里的竞赛她做的题，就好像小学加减法的难度和高考最后一道大题之间的差别,2,0
6992,5183,630.0,26,天才少女姜萍：我有非实现不可的梦想,"张三考了一个物理年级第一。
但是张三这次考试之前物理从来没及过格。 

然后老师让张三在黑板上分享他的做题方法，结果张三在黑板上写的浮力公式（F＝ρ水gV）全部写的都是 

F＝尿gV 

你觉得张三物理成绩是真的嘛？",不知道，张三是你吗？下次你可以用“我有一个朋友”这个句式,0,0
2448,2433,2375.0,11,疑似姜萍小时候，好可爱哈哈哈,这孩子的穿着也不像家里很困难的,人家是05后，就算想穿的跟我们90后一样土，市面上也没有这种衣服了啊,2,0
5902,4535,9.0,22,11名清华杨阜霖嘘了口气，差点就出名了哈哈,她老师就比她少3分，只是一条选择题的差距，不排除老师做了2份答卷提交的可能性，毕竟爆出他老师和女朋友去年成绩一样，说明有共同答题的可能性。,你以为这种竞赛是你的平时考试啊，还分选择题填空题，这种数学竞赛，多3分就要比别人少3分的多写很多东西，你以为这是阅读理解吗？[笑哭R][笑哭R],2,0
677,1043,1025.0,1,网传丘成桐对姜萍和阿里数赛的评价,团队可以帮她作弊,啥团队？这么牛的团队然后她只能去上个中专是吧[偷笑R],1,0
4888,3958,3339.0,19,如果数学是假的，那什么是真的？,对呀，那也至少等决赛出来了，再去做评论吧，期间让人家好好复习不行吗[偷笑R],对啊，至少等决赛出来后再去吹牛捧神啊，现在一个个支持者眼里不就现代高斯么，到现在唯一有效的内容就是一张卷子上有个她的名字，连她亲自做卷子的证据都没。,2,0
2294,2247,2227.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,看决赛结果吧，好像说是决赛还没开始，要是作弊的话最终还是会暴露的，这时候就不能用发挥不好敷衍大家了，有实力自然会显示出来，最终决赛肯定没人有实力能帮她继续走下去，决赛难度不是一个级别的，下面评论有人说ai都能得34分（要知道ai在数学上很多时候根本就是胡言乱语，不要觉得ai很强），但它依然能达到34，所以还是有一定水分的，再加上开卷考试，没有固定考场，是否替考或有人辅助说不好，她可能没有作弊，但也不能绝对说她没作弊，还是要客观一点的，如果最终决赛还是这么强，那确实是硬实力，趁17岁这个年纪，还早赶紧往cmo imo方向努力吧，说不定能进国集，走清北保送,阿里是经过核实，现场找他做了题目，才确认，他没有作弊的。才报道出来的,1,0
572,613,,4,浙大:人在家中坐，喜从天上来,,勤奋？,0,0
1720,4769,,19,如果数学是假的，那什么是真的？,,你是 晚餐 是真的[偷笑R],0,0
1641,4558,,18,阿里数赛办的好！以后还是别办了...,,乐子，你看他那个板书随便找个学高数的大学生看看，把∑能写成/2还能被洗是书写习惯也是无敌了还不止，无脑挺她的都不知道怎么想的，除非不学高数，学信网挂出来看看[doge],2,0
5455,4291,4295.0,18,阿里数赛办的好！以后还是别办了...,想句一句台词。黑人赢钱你们就不乐意了？,反正别人985，211你是肯定觉得不如中专生[偷笑R],2,0
934,2722,,8,真服了😅，竟然有人说姜萍作弊才得的12名,,说他作弊的人干嘛，你不作弊呢？,1,0
3948,3526,3502.0,15,“大专生也能获奖，这比赛肯定没什么水平”,[偷笑R]阿里这比赛牛逼啊和imo一个级别是不是也该保送北大清华啊,主要是这种开卷考太难判断有没有抱团作弊了,2,0
6825,4933,5083.0,24,官宣！姜萍决赛时间定了！,不是兄弟们，李雪琴章泽天家里牛逼关系户假体育生上的北大清华你们怕被喷不敢说，欺负人家靠实力得世界前十的小女孩，说抄袭可以，别无脑跟风，没证据就纯的诽谤,“欺负人家靠实力”,0,0
665,2063,,8,真服了😅，竟然有人说姜萍作弊才得的12名,,用什么用作业帮吗？,1,0
2186,2174,2116.0,9,姜萍老师的学历竟然那么高,刚看到一个说老师是博士的，现在又变成硕士了，[捂脸R]这个世界上有什么东西是真的,管他是真是假呢，又有什么关系呢,0,0
179,339,324.0,0,看到这个新闻很想哭,有没有一种可能如果她真的去高中了，会不会泯然众人，发掘不出来，因为高中课程繁忙没时间去做自己喜欢的事情的。我高中就很喜欢英语，但我总是把学英语的时间放到数学上 因为我数学很差。老师也一直强调好的科目可以放一放，时间留给弱项。,我也觉得，因材施教才能发挥每个人的潜能,0,0
4629,3221,1273.0,14,刘十三爷：咱就是红花底下那绿叶，哈哈！,哈哈 最无辜的被动红的人,[大笑R][笑哭R],0,0
2542,2505,2375.0,11,疑似姜萍小时候，好可爱哈哈哈,这孩子的穿着也不像家里很困难的,你要人家穿补丁才算穷吗,0,0
1022,547,1286.0,4,浙大:人在家中坐，喜从天上来,哪个前12 全班么？,全家族12[doge],2,0
882,1214,1224.0,2,为什么姜萍的成功会如此耀眼！,人家有那个能力[赞R],是的，自己行是基础，不过还得有人说你行才行,0,0
47,122,119.0,0,看到这个新闻很想哭,,[哭惹R][哭惹R][哭惹R],0,0
1473,1623,1576.0,4,浙大:人在家中坐，喜从天上来,qs？别逗了，麻省是牛逼，但qs出了名的垃圾榜,太搞笑了，那什么有公信力 你的认知吗？你知道回国各种公司单位对留学生的标准参考的也是QS的排名吗？,0,0
584,972,685.0,1,网传丘成桐对姜萍和阿里数赛的评价,发这句话的不是丘,这个丘成桐还会简体字了[偷笑R][偷笑R][偷笑R][偷笑R]，别人不是香港人吗？,0,0
6931,5157,5152.0,24,官宣！姜萍决赛时间定了！,我是回想了下自己上数学那会[笑哭R]感觉我上完微积分 开始上线代的时候确实感觉完全两个学科一样[笑哭R],也只是区别很大嘛，逻辑那些都是融会贯通的嘛，也不至于一个满分一个0分嘛[笑哭R],0,0
2272,2249,2224.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,可能搜的作业帮吧 [偷笑R],6,1,0
683,2108,,8,真服了😅，竟然有人说姜萍作弊才得的12名,,嫉妒人家得了个第12名就开始造谣人家作弊呗[大便R],1,0
601,1959,,8,真服了😅，竟然有人说姜萍作弊才得的12名,,这就属于故意搅浑水的。她有一定概率是一个持续2-3年规划的炒作。但并不是说她自身好无无能力。这不矛盾。因为不用这种方式炒作以她的能力获得不了这种机会和曝光度。,2,0
1726,1692,1746.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,你来告诉我江苏哪里500多分可以上高中[笑哭R]。我就不愁了,反正我暂时不愁,0,0
543,903,883.0,1,网传丘成桐对姜萍和阿里数赛的评价,味太对了 表情包get,阿里是什么好货色吗，马和夜壶的照片马一脸谄媚，这个图可能是P的，但话确实没说错[抠鼻R],0,0
7073,5245,5226.0,26,天才少女姜萍：我有非实现不可的梦想,作为女生，不管事实怎样，我都支持姜萍。数学被男权控制太久了，女性缺乏话语权,姐妹你能不能不要这么黑女性,0,0
5211,4145,3339.0,19,如果数学是假的，那什么是真的？,如果是假的，那么前几届的含金量就要受到质疑了，第一届的金牌可是韦神[笑哭R],可是韦神的实力早就在他的实践中证明了,0,0
166,317,309.0,0,看到这个新闻很想哭,我也是看到这个新闻就很想哭 [哭惹R],很棒[赞R],0,0
4073,3587,3190.0,18,阿里数赛办的好！以后还是别办了...,还是那句话，当年韩寒高中直接退学，然后改善家庭条件，圆梦车手、导演。姜同学有这天赋还让家里如此清贫，我觉得走韩寒那条路，打打比赛，哪怕是带培训班呢，挣钱改变一下家里的状况也挺好。我不质疑，我提建议。,他直播讲题都能赚很多钱，他如果讲的很好的话，我绝对愿意为他花钱,1,0
185,637,,1,网传丘成桐对姜萍和阿里数赛的评价,,虽然是P图的但是把人家微信截图发出来真的好吗,0,0
1357,1560,1516.0,5,真的很讨厌夺舍梗,30个男性中的唯一一个女性，一些男的看不得女性在这些领域里取得一点成就，好像女生有什么成就是要了他们的命似的[笑哭R][笑哭R],[暗中观察R][暗中观察R]来看戏，还要为她说话吗？,0,0
3619,3331,3279.0,15,“大专生也能获奖，这比赛肯定没什么水平”,上交的不会学历歧视，也不用装,但是上交的不会傻乎乎地相信相信姜圣,0,0
1200,1454,577.0,4,浙大:人在家中坐，喜从天上来,阿里资助，可以申请美帝哈耶普斯麻，文书的传奇色彩，个人英雄主义的逆袭，大佬推荐信的份量，估计能直接预定明年大藤某校数学系的全奖名额，搞不好可以来个美申金满贯[笑哭R][笑哭R][笑哭R],我第一反应也是她好适合出国[笑哭R]偏科大王+做出成绩的爱好+完美的个人ps故事+媒体名气，降级选个给奖学金的学校就很适合她，不管国内还是国外高校，都希望她能有机会去更好的学校学自己喜欢的,1,0
1881,1857,1697.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,这样怀疑不是很正常嘛[笑哭R][笑哭R][笑哭R],不是大哥，给你你就信啊，宁可信其菜不可信其牛是吧[笑哭R],1,0
2107,2090,2037.0,4,浙大:人在家中坐，喜从天上来,但是浙大数学系对本科生培养很一般[失望R]看这几年丘赛的成绩就知道了,[doge]人家的第一顺位是服装设计，想去浙江大学学服装设计专业[笑哭R][笑哭R][笑哭R]数学只是兴趣爱好中的一个而已,2,1
3151,1906,672.0,8,真服了😅，竟然有人说姜萍作弊才得的12名,你自己不就是标题党，流量党吗？[偷笑R],可是跟那些网暴媒体又不一样，别瞎说话,0,0
562,919,936.0,1,网传丘成桐对姜萍和阿里数赛的评价,我看到你的评论才知道不是“食堂水最深”，我还在想这和食堂有什么关系[笑哭R],哈哈哈哈食堂吃回扣了是吧,0,0
6048,4551,4628.0,13,有一说一，真相快出来了,你无敌了,猜测嘛[偷笑R]想当年辅导小学生就想用初中方法[笑哭R],0,0
6826,5005,5055.0,25,姜萍明日参加决赛，成绩8月公布,他想说的该不会是菲尔兹奖吧,人家玩梗的，，科比和三上都来了,0,0
393,1497,,3,蹭热点别加高帽,,惯性[失望R],0,0
486,841,768.0,1,网传丘成桐对姜萍和阿里数赛的评价,你是不是傻你宁愿相信一个平时数学八九十的考了第十二，也不愿意相信是王闰秋考了,我刚看的晒得成绩单，数学不是51吗,0,0
3958,3532,3180.0,16,浙江大学数高院邀请姜萍参加暑假班！！！,我就想知道一件事，一旦姜萍被证明是真的，那些阴阳怪气在网络上暴力审判暴力行刑的人们，心里会不会有一点点负罪感，为自己曾经实施的网暴有一点点歉意,忘记胖猫事件了吗，他们到现在还是觉得官方在骗人，胖猫最无辜，这种人治好了也流口水[okR],0,0
846,1214,1207.0,2,为什么姜萍的成功会如此耀眼！,因为评论区很多人唯一能找到的共同点就是性别女和中专[笑哭R],有道理[捂脸R],0,0
1520,9,,22,11名清华杨阜霖嘘了口气，差点就出名了哈哈,,她老师就比她少3分，只是一条选择题的差距，不排除老师做了2份答卷提交的可能性，毕竟爆出他老师和女朋友去年成绩一样，说明有共同答题的可能性。,2,0
2239,2202,1483.0,9,姜萍老师的学历竟然那么高,姜萍是新时代女性智商的标杆,希望姜萍支持者和它们的父母子女都能出现姜萍这样的人才[飞吻R],1,0
6070,4645,4383.0,23,阿里数学竞赛应该会停办,既然比赛有漏洞，不是应该质疑全部参赛者吗？清华北大那些一个都不质疑，抓着姜不放。从这一点就知道中国为什么假专家盛行了吧，不乏信众,联名上书的人，都是要求先复核他们自己的卷子，再验证姜的。信徒为什么要替你们的神担心呢？有真才实学，真金不怕火炼，数学这东西，会就会，不会就不会，你们应该鼓励她出来和数学佬华山论剑，打脸所谓名校生啊[doge],0,0
3547,3269,3224.0,18,阿里数赛办的好！以后还是别办了...,孩子只是你不能,你考个研不就行了，肖秀荣本人来了都开不了97杠啥啊[笑哭R],0,1
2989,292,12.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,偏分方程是什么？你当偏分刘海吗？你嘴上说着探究事实，实际上连数学名词都说不对就出来叭叭了，你自己都不了解有什么资格说别人。教你一下，那叫偏微分方程Partial differential equation，你但凡说微分方程都没有那么可笑。姜萍事件是真是假不一定，倒是出来很多你这种数学一点皮毛都不懂的就来指点江山了。,我的确不懂高等数学，只是大学学过微积分线性代数，还参加一次竞赛成绩很差。什么傅立叶变换，中值定理，是家属在学的，不过他也没学过数学分析。只了解这些皮毛，已经明白专业数学需要系统和长时间学习，即使天才也是需要非常刻苦才能短时间掌握这么多知识。,0,0
704,1082,1054.0,2,为什么姜萍的成功会如此耀眼！,她不偏科，发这条评论的时候不知道，现在知道了。你不要用这种语气评论我的评论，我一直是在夸她。都表达的一个意思也要杠，真是服了杠精体质。,嗯，姜同学不偏科。她中考分数上不了高中，只能去民办高中，中专也可以考大学，所以选择中专考大学。姜同学老师，双非硕士，简历进不了江苏好的高中，中专很多这样学历的老师[微笑R],0,0
81,76,141.0,0,看到这个新闻很想哭,大环境对女生不友好[叹气R][叹气R][叹气R],大环境不好和自己的发展没有必然关系。我是理工科专业，无论是在国内还是国外读书期间，都遇到了非常多优秀的女老师，想要破除这种洗脑包的最好办法，还是得靠自身努力。,0,0
6835,5107,4854.0,25,姜萍明日参加决赛，成绩8月公布,关于姜萍，我想说，美国常青藤的华裔数学教授，也是获得数学最高成就奖尤颠翰奖的Kobe Bryant直接公开表示他支持姜萍，日本女数学家，诺贝尔数学奖获得者みかみ ゆあ也在自己的推特上公开支持姜萍，这两位哪个不够重量级？不知道这些清北的所谓高材生在质疑什么,华裔数学教授，kobe，ip贵州，破案了，kobe贵州复活赛打赢了,0,0
550,918,912.0,1,网传丘成桐对姜萍和阿里数赛的评价,“食水最深”确实是广东俗语,客家人说的客家话,0,0
1024,2887,,8,真服了😅，竟然有人说姜萍作弊才得的12名,,坏的人是真坏。,1,0
4449,3473,3175.0,13,有一说一，真相快出来了,不能你嘴上说你是前2就前2吧[笑哭R]成绩单呢，排名表呢，要不要做几道题？,随时可查[笑哭R]，他能随时可查吗，随便给题，他能随便给题嘛[笑哭R]，老弟能考我这个分在逼逼吧[笑哭R][笑哭R],1,0
1083,3007,,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,,你不修仙，见我如井中望月，你若修仙，见我如蜉蝣见青天[偷笑R],1,0
260,691,674.0,1,网传丘成桐对姜萍和阿里数赛的评价,丘成桐是用繁体字的，这才是他说的[doge],名丘，姓丘对打枪的要求都很严[偷笑R],0,0
2554,2521,2149.0,10,阿里达摩院偷偷把介绍姜萍的封面换了！从数学天才换成出格人生！#姜萍全球数学竞赛夺得第12名[话题]# #姜萍进阿里数竞[话题]# #达摩院[话题]#,我觉得大概率是真的，造神总要有受益方，达摩院已经有韦神等一批金牌得主了，捏造一个假天才赌上口碑和市值有啥好处，至于王老师和姜萍，都不是有背景有资源的，所以在中专相遇，造一时之假把生计给断了值当吗？一批优秀的学子总不服人外有人天外有天，十几亿的人口出一两个偏才有什么不可能，总不能打不过就气急败坏。,韦神没参加过这个吧 他参加的是丘成桐的,0,0
5157,4106,3170.0,13,有一说一，真相快出来了,她老师比赛也是作弊[doge]有实力直接去考博士呗[doge],那么好做弊吗？你也去做一个吧 把人家好好一个比赛说的那么低级 除了做弊 其他的你啥也不会吧,1,0
