id,comment_id,parent_comment_id,user_id,parent_user_id,parent_content,content,support,parody
824,243138012961,0,424727186,,,说实话，我真觉得小敏说得对。其实彩礼八万八我觉得不低了，而且女方自己和男方收入差距又大，女方凭啥去管人家钱啊，人家虽然自己小气，但是对女方又大方收入也高说明人家也挺有责任心的，男生学历也高基因估计也不错，以后生了孩子，孩子的吃穿用度和教育大概率也不会拿女方的钱去贴，女方就相当于工资自己攒着花了呀。而且又是全款房，没房贷，自己租房租那么大的一个月都是两三千多的，一年就是三四五万，都占女方的收入三分之一了[笑哭],0,0
505,243454275537,243452615841,21291282,3493104308980490.0,说个简单的，牙齿都有三六九等别说面积更大的脸了，几千块钱几万块你想拿到人家这个资源的效果？小学生都不敢想吧，这个东西还不是一次性的，还得时时修护,平民性价比最高的还是 水光针 肉毒和热玛吉～,0,0
1575,243947854113,0,320801574,,,十一分钟我眉毛就没下来过,0,0
348,244267947344,243169002529,300333729,949284.0,大家不要听这个媚楠UP瞎说，我身边一个姐姐40多岁了，一直不将就，前段时间嫁给迪拜王子了，彩礼好几百万（,你多打了个半边括号[doge_金箍],0,0
387,243124631329,243251836432,19277258,3688939.0,真想赚钱就是稍微态度好点，以后的收益比这10万多不知道哪里去了。领证之后，她的各种问题变本加厉。纯粹是她自己放弃了，破罐子破摔。所有的行为都没往好方向发展。,说实话就是没看上你，也不尊重你和自己（不然直接说明白我不喜欢你，干脆不和你发展）。可是她看上的人，估计也一点看不上她,0,0
1025,243159993905,0,3493105479191180,,,如果男方是白人，她可能“倒贴”也愿意。,0,0
895,243123075969,0,1488086674,,,现在基本都是这种女人了。男生们觉醒吧,2,0
829,243245012032,243242812224,633537034,388190832.0,男的挺好了，不愿意给高彩礼也不上交工资卡，并没有你说的那么没底线,我指的是他一味付出，付出不是只看大才叫付出，當然有些女性會指出所謂的拜金女不要零用錢，覺得吃飯等這些男方付出是理所當然，並且忽略為什麼不是她們付錢這個概念，具體在遊戲說明（好比如在這類人看來開掛小透就不算外掛）反正在我看來他們就是潛在的拜金女，當然也是那些第一次談戀愛以及自己本身沒什麼價值只會通過討好女性怕失去的（好男人）慣出來的，失去價值之後再被拋棄，然後這些被捧殺過的女性就成功變成一個不甘平凡但是依賴別人金錢滿足自己的生活質量，其中大部分空有外表被有錢人短擇過的，就會變成大齡剩女，最後等到外表這些先天價值迅速褪去之後被有錢人拋棄之後就會〈男人都沒有一個好東西下）被迫單一輩子（至於她們吸過血的男人？她們才不會管呢）就算小部分桂林接盤了，也只會娶錯妻毀三代（當然這男性也活該就是），所以結論就是我要在這些前輩的埋雷之下找到正常人呵呵,0,0
1675,243767327552,0,32036112,,,up劝这个女的不要错过好男人，但换个角度，他们要是真成了，岂不是把这烂窝瓜往男方嘴里塞嘛？这不是害人嘛！[疑惑],0,0
476,243248280864,243243654240,387055243,1356746.0,作为婚前财产存到自己卡里作为保障可以理解的话，男方的保障谁给呢？而且是要保障什么呢？怕被家暴吗？,男方全款车房加个名[doge][doge],0,0
1422,243157098321,0,198435974,,,总感觉小敏在妖言惑众[脱单doge]这样的话会不会害了客户的男朋友[脱单doge],0,0
1235,243624789056,0,2069902267,,,"【出游季_达咩】老师,我们家子涵很喜欢右边同款(￣3￣) →https://b23.tv/4w6BQq5",0,0
653,243300295104,0,11145914,,,有一点不能理解，谈保障怎么男的就不需要保障了？可不可以理解为扶贫？如果双方都有实力需要保障嘛？,0,0
173,245100429488,245099793456,285420343,6991027.0,你说的女儿正经吗[脸红],只能跟你说懂得都懂[幻星乐园动态表情包_小笨蛋],0,0
39,243243823633,243154627473,386600768,388983698.0,说到这我就得多说几句了，虽然税后四十多又不上交，就算每年上交三五万，比例也好低毕竟年四十多啊，我替姐妹们想想都觉得生气。我建议找个年薪三五万还愿意上交的，对你绝对百分百纯粹~,很核理！,0,0
714,244818307504,244748042016,505249721,40327425.0,"规则的受益者负责维护规则。
规则的损益者负责破坏规则。
你把规则说的再好，它也只是规则罢了[大笑]",蠢狗，赶紧死一边吧，记得让你闺女给男方要个百八十万的，说的一套一套的蠢狗，给你懂完了,0,0
91,244580799729,243124150865,3546774679586890,183939472.0,姐妹，这种男人一定不能交往，我有个同学的姐姐37岁，身高150体重160，终于在去年找到了属于自己的真爱，市属国企分公司总经理，28岁，身高180，颜值8分，年收入50万，现在结婚了，彩礼给了66.8万，工资到手就上交，家务还全包,好嘟姐妹我肯定听你的，我找不到我就孤独终老[墨镜],0,0
1715,243323460192,0,1141159409,,,，小笨总结过啦，请看这里的评论,0,0
876,243240328352,0,417591349,,,自己物化自己,2,0
1193,244507457424,0,38761311,,,人家是以离婚为目的来结婚的,0,0
1094,244222038065,243676662305,1013620271,13407859.0,另外再补充一句关于女的出轨，就是女的出轨和钱相关性其实不大，现实中我也见过同学妈妈出轨的，但那也是男小三给同学妈妈花钱[笑哭]所以已婚女就算身无分文也不影响出轨的，甚至还能挣钱，但男的没钱婚后想出轨真的很难很难[笑哭]不过这么不靠谱的妈还是少数，总体来说找一个男方上交家用真的是我周围已婚人士最主流的模式，大多数媳妇也都挺靠谱的，目前还没听说把钱管没了或者卷钱跑路的[妙啊][妙啊],只能说她没遇到我，但凡是我就不会出现这种情况，我朋友也叫我出去玩女人， 我一直都没答应去呢，我要是能娶个有钱老婆我怕不是做梦都能笑醒，人生已经圆满开心过日子，结果我相亲的女人各个身怀绝技也不漂亮【毕竟过日子不需要漂亮，看的过去就行】，情商低的话是不配有女人[藏狐]，现在的女人只想找自己心目中的符合她各种要求的男人，我寻思你是在许愿吧，有人31或者32都没结婚也是这种，一直拖，只能说它们以后可别后悔[滑稽],0,0
1260,243262869281,0,2367690,,,姐妹 放过你男朋友吧,2,0
1734,243169633713,243119486673,434637083,209459495.0,弱者才总想要保障吧，我老公婚前的房子我也觉得跟我没关系，但我想的是以后我俩奋斗奋斗可以买套更大的，这套房子可以让公婆去住，毕竟他俩掏的钱，用心装修的，环境也不错。彩礼给多少我自己也不在意，我自己婚前存款挺多的，彩礼差不多就行。彩礼嫁妆以后有需要肯定会拿出来，我的那些存款，以后基本上肯定也会给孩子。所以我从来没想过要我老公给啥保障，但他倒是主动上交工资卡，不过他收入比我少一些，不过真心过日子倒也无所谓了，他也不用我贴补他。,大智慧啊[抱拳]把家庭发展起来夫妻双方都是受益者，但是只想着分财产只会搞成零和博弈。,2,0
500,243347117904,243343185024,3980447,330252042.0,确实，再漂亮的女人，35都会老得很明显,35后好像开始算高龄产妇了，生小孩风险大增，就是生理机能衰退了。,0,0
339,243242117712,243110861553,509682234,17546851.0,[tv_发怒]江西女由我们江西男守护,旅游去了[doge],0,0
29,243581319648,243404847600,342692215,404988634.0,把要钱说成底线，你怎么不去抢银行？,你再品品[doge],0,0
1170,244670421600,0,3794738,,,先看看是一手保新未拆封的吗[doge]谁二手商品还当全新卖啊,0,0
1614,243136230801,0,137963885,,,我们这就是这样，娶媳妇给15以上，要不就是极有钱，要不就是大冤种，肯定有人说闲话。虽然很奇怪，但是确实是这样。,0,0
946,243240759872,0,244783238,,,太少了，下次多要点,2,1
170,244564688705,243222016609,2551866,480276081.0,广东本地老哥给8.8w彩礼以上可能会被全镇全村笑一整年[笑哭][笑哭][笑哭],买[妙啊],0,0
913,243258054432,0,19504328,,,[嗑瓜子]我希望这个女的继续这么想下去，让这个广东男生醒悟。就该找个广东妹子，然后分手。同时找个广东妹子还能减轻广东男生负担,2,0
492,243877682641,243331559520,25042179,261208038.0,老家父母绝对不简单 300w 自己赚短期内攒不到那么多,所以有时候抖音已经把这些女的带偏了[笑哭][笑哭],0,0
954,243119785713,243117565025,286375576,116518178.0,一个图财，一个好色，天生一对，锁死，不要流入市场,很少很少有不图财好色的吧，只是方式方法符不符合三观而已。,0,0
1098,243245852816,0,576445833,,,[doge]娶重庆堂客10万彩礼谈到5万，，，过去了6个，拉了几床棉被回来,0,0
1033,243384257616,243247111665,3546595308079320,105242356.0,你说的这些大道理不如别人女方一句话。没用的。,道理是说给听得懂道理的人，而非你所谓的女人,0,0
588,243590027328,243247268064,456954237,94815926.0,"小敏，劝你还是少接触视频里这类女人，免得害了自己。
从一个男人的角度来考虑，我是不可能和这种女人结婚的。中国的社会风气都是被这些捞女败坏了风气，说实话，我并不认为，这种女人适合走进婚姻，迟早也是要分的。
很多骨子里的东西是很难改变的，多的就不说了。
兄弟们，中俄联姻搞起[呲牙]",可是她付💰了[妙啊],0,0
751,243542003872,243116959297,27610107,51045773.0,小敏不要劝女生，你这是在害男生，对男生不公平[吃瓜],"女生是客户，所以尽量给客户考虑，但也控制底线。
若是男生来咨询UP，UP不从客户角度考量，那么就是UP主失去职业道德。[吃瓜]",0,0
658,243382026913,243481349200,130382,8743107.0,还没结婚就奔着离婚去的，从头到尾都是考虑自己。如果以后男方收入一直这么高也就罢了，真有一天失业了，我估计她熬不过男方三个月空窗期。也不用失业，就算男方收入较低让她生活水准下降了，估计都一堆事[doge],当问出如果出轨怎么办就能够知道了.越是自己会出轨越喜欢问对方会不会出轨.[歪嘴],0,0
235,243272060577,243409828000,489023089,336452215.0,那干脆各管各的不就行了。,对阿 但有的女的必须要上交,0,0
733,243237411169,0,441979182,,,工资和家庭都比女朋友好  一直以为自己找的女朋友还是比较单纯的  我跟她谈了一年多谈结婚时 她一直拖着  直到有一天她说工资卡来上交  我终于懂了  是我给她脸了  最后我们分手了  我有点庆幸  因为我感觉她像空手套白狼一样  也明白女人是隐藏最深的  如果一个女生跟你好 并不是真的喜欢  她们是没有爱情的  百分之99,2,0
1157,245134126064,0,4400315,,,姐妹，这男的一看就不爱你，这男的要是真爱你，连他父母的工资卡都会交给你。,2,1
1300,243688657265,0,390356287,,,江西姐妹还是江西老哥守护吧，太有实力了,0,0
1446,243252028208,0,94622948,,,就是自私,0,0
935,243273660080,0,327743101,,,简单概括一下：女生对男的也不怎么满意，想着彩礼多拿点到时候离婚也不亏，不离婚自己也有底气，结果男生不给，自己暂时也找不到更好的，舍不得直接分，但少要彩礼又怕亏,0,0
1066,243250224720,0,45246,,,[大笑]怕啥以后没保障，真是杞人忧天，和现在的男朋友分了就找到一个沙特王子给你保障了吗？要不分了然后去相亲市场撞几次墙到时好男人丢了钱又没了后悔去吧。好男人基本不流通，28岁处到一个这样的快结婚了还不偷笑，要是我女儿以后处到一个这样的我彩礼都不收催他们赶紧结婚以免夜长梦多。,0,0
109,243246317824,243110815681,412646149,10413265.0,听到江西我就[滑稽],江西的女孩有我们守护[妙啊],2,1
1366,243302833120,0,2886611,,,双职工不找双职工，代价就自己老老实实承担吧[doge][doge][doge],0,0
569,243115538033,0,234458675,,,八十  王子，后面养老了,2,1
1168,245127618432,0,3546610309007610,,,没人谈了还恋爱狗都不贪，能升值嘛收益多少,0,0
1175,244727384832,0,3546674561550910,,,怎么办呀发视频问网友,0,0
891,243716451936,243144435969,417363914,423809953.0,我的意思是他男朋友脑子不清楚在这种女的配不上他,确实有点拎不清[doge_金箍],0,0
948,244839581793,0,693283880,,,怎么理解彩礼这个事情，我一直觉得是对女性的生育补偿，可以理解。但是上交工资卡似乎是某小部分女性所迫切追求的，为什么有人对女性有这种负面的刻板印象，我觉得是这些伸手者应该反思的，为什么生来就要把你捧着呢？别人不也是人吗（只是觉得一小部分女性有这种倾向，并不是所有，还有就是觉得，如果我们要追求所谓的女性自己的权利（而不是特权），为什么重点不是在教育不平等，职场不平等这些方面，而是要靠吸别人的血来获取这些效益呢？）,0,0
1049,243391423936,243388252400,230393628,182113900.0,你别自己累死了  老婆拿着钱去找别人了啊,这倒也没有，听说还是单身，而且钱基本被她霍霍没了,0,0
1194,244507235264,0,7838902,,,在哪排队,0,0
1211,244662280720,0,39994422,,,说钱还给她的，有没有想过她也被骗了,0,0
1279,243320114817,0,15584676,,,纠正一下，广东彩礼已经高了，别的地方那是魔幻[滑稽],0,0
885,243582249265,243541773841,267397772,35162964.0,别看那些女的表现清纯，总想着男人会不会出轨，很可能女方自己就是玩得花的人或者至少心里就有着想玩这个想法,你眼中的你不是你，别人眼中的你也不是你，你眼中的别人才是你,0,0
1488,243136178577,0,204985773,,,广东8万8已经很多了，我附近结婚都是2万8，1万8，8万8已经是顶天了，你要看你结婚后直接变珠三角新广州人了，后代直接阶层跃迁，还带着你江西那一套，果然是人穷志短[辣眼睛],0,0
851,243220910897,243354779296,3493110774500290,330252042.0,你真的税前百万么？我有点怀疑啊，年薪百万找个年轻5岁的妹子倒追还不容易？,听听就好，年薪百万都找刚毕业的,0,0
735,243241872465,0,280053051,,,希望这位女士多跟自己闺蜜聊聊，坚守底线，人就活这一次，不要留下遗憾哦,2,1
718,243219956113,243219796657,22830875,34733771.0,哈哈哈你是懂二分法的,这不是我分的啊，我记得up主就喜欢说小美女[doge],0,0
455,243388332672,243250485793,3688939,105242356.0,这种人就该自生自灭啊，免得祸害别人。,想清楚她内心想法的那天，真的恶心。已经把她当亲人的爱在她心里只是妥协。,0,0
265,244490540481,243126355089,241740163,3111871.0,诺手血怒也就五层，闺蜜对比+弟弟+江西+28+低薪管钱要态度+n=qweqar光速血怒诺克萨斯断头台直接劈[笑哭],彻底疯狂！,0,0
