id,comment_id,parent_comment_id,user_id,parent_user_id,parent_content,content,support,parody
1764,234839081232,232869882224,160982141,19725386.0,大B哥真是天生赢家，让我想到了隔壁寒王，都是二十一岁bit已经两个major冠军加大满贯了 frozen还在当护工[笑哭],对小孩宝具，大b哥,3,
1491,232868648240,0,346698288,,,另一边g2赢了，这边输了，有毒的这个电竞俱乐部。,0,
1172,232913097472,0,3849692,,,G2可以改名孟获了[呲牙],3,1.0
3142,232877744064,0,321952263,,,石油佬真不懂cs2呀🤓,0,
2074,233140483408,232984878816,35630419,44529919.0,现在最想看到Navi再和spirit干一场。虽然现在交手两次Navi没有胜绩，但我还是感觉团队优美CS上限更高,绿龙太吃DONK状态了，你让这次的绿龙来碰NAVI真不好说，之前DONK太爆了,0,
2712,232915671760,0,33208292,,,只看了第一张图，小孩简直不是人啊，守a狙就没中过,0,
2588,232879567152,0,109081941,,,爽,0,
2368,232922091328,232904271664,438856136,306062507.0,这个队伍无法克服的难题，小孩哑火，寸步难行,狙击手哑火真的难绷,0,
2428,232891792432,0,515705135,,,JKS走后.G2就没赢过Nv[偷笑],0,
406,232917559952,232913314688,352749696,496439364.0,孟获，是你吗，我是丞相啊！,丞相助我！！！！,2,1.0
758,232868758240,232868801984,3546701728057770,3546701728057770.0,天！生！赢！家！八擒gg！,但也恭喜niko拿下mvp，实至名归,1,
2660,232876061648,0,338825380,,,[给心心][给心心][给心心],0,
2335,232938132928,0,200286146,,,再强的major亚军也是亚军，再弱的major冠军也是冠军,0,
2100,233055933376,232874144080,474128175,54780377.0,还真是,布雷德已暂停就拿分，哪里敢啊[doge],3,
98,232878101104,232869293552,326556531,442697238.0,整场比赛纵观下来，g2不值得这座冠军。真的吐了，批孩打vp就来劲，这场拉得离谱，烧火棍都不是了，直接哑枪，被青梅竹马bit狠狠拷打后入手撕[辣眼睛]手撕了我记得就有至少四次，枪都开不出来，当时图一遗迹在b区二道还要调整准星再被手撕我就知道这把g2要凉了，就算有马神估计也要凉了，事实证明，这把是尼马熊的三人发挥，就这还打进了加时，而且遗迹还是最近的强图，之后的两张图…而且孩神这三句没有任何一句是狙击发挥出来了的，昨天niko奶太多了？[笑哭]还有皮特，是人啊[笑哭]大力特呢？概念神呢？eco在nuke被翻了两次，前面总体加起来这么多大比分小比分打起来也只是被翻了不超过五吧（印象里）尼的沙鹰还不够准吗？小镇，eco局打两个两个半残一个满血，结果四个人换不了一个，最离谱的是同样的默认，g2小坑、包点和链接各一人，navi也是，但a区就是被手撕了，navi就是打得进去，皮特今天一直被抓timing打不掉人，要不是马神又再次发挥打掉4.99个人，g2估计图三11:1被带走，马神四杀啊？尼玛站出来的局，孩呢？snax略显平庸不说了，批孩都不是放炮了，真的空枪加被手撕[大哭]我当时在nuke看到批孩一直打不开狙击枪的手感我就知道g2级大概率被让一追二，因为bot和jl是慢热型，不能让他们被刷起来，实际上g2nuke最后的乱打和不进入加时就决定了他们会在指挥不好的小镇上被暴打，但我完全没想到孩神能睡成这样[辣眼睛]唉，只能说有了马神和snax的火力支援遗迹g2的遗迹基本无敌，但真的，孩神不醒这g2四强都难，马神今天已经是接近donk的定位能力了，图一图三都是老二的能力和战绩（nuke确实要练练[笑哭]）还是带不动皮特和批孩，niko一如既往三张图的稳定发挥，真的队伍里的兜底人反而是niko了，批孩睡了三张图[辣眼睛]真的心痛啊，这么好的机会，番薯在坐牢的情况下依旧打的vp心惊，现在马神和巨熊的补强说真的就是奔着夺冠去的，谁知道主狙睡着了[笑哭]我的孩神和表哥啊，醒来吧[大哭],（不喜轻喷）看你说了这么多，你自己感觉大力为什么叫ECO特种兵，拿烟架烟这种操作都能做出来，他对队伍有什么贡献？,0,
1334,232870995664,0,149277606,,,总不能让navi再拿亚军了吧[吃瓜],0,
2683,232991130944,232936510016,384533097,384533097.0,g2你怎么拉[笑哭],小李子是我的一生之敌,0,
744,232879783456,232868862688,477038015,243920638.0,bit手撕mo看麻了，但其实我感觉g2磨合几个月等到上海major会很恐怖啊,一看就是新粉,0,
807,232932653808,0,497395721,,,我从21年G2。amanek时开始粉的，G2这b队就这样。别指望磨合有说法，越磨越拉稀。新阵刚开始都最有盼头又发挥，然后打到major的时候就可以埋了,1,
2957,232883420256,0,176258077,,,这皮特兄弟们来评评有个机霸作用纯纯蹭局势,2,
2110,232872563344,232872465328,440544601,487753833.0,G2新阵容太猛了，赢了vp以后我觉得都要夺冠了，没想到又㕛叒叕倒在NAVI手里[笑哭]小孩拉稀了,难啊，队伍里有人不当➕莫名其妙地血脉压制,2,
2668,233043204832,0,7219131,,,把虾哥拿捏的死死的。知道你A守不住B会急着压就慢控，把你拖死在B。守A的三个人协同太差了，NAVI发起攻势的时候第一个人永远接不住,2,
1537,233095787184,233054064832,30906202,99997860.0,请问  森泼是退役了嘛？,不打了，基本算是退役吧，但是还在navi替补名单里，这个位置很尴尬，打吧，实力下滑太多了，队内有王德发了，去别的队伍吧，转会费太贵，没人会买的,0,
2290,232909222800,232878799184,174959875,36260545.0,希望尼公子能圆梦major[大哭][大哭][大哭],确实，希望NIKO早点圆满,0,
2253,232959044512,232881675920,259958003,278049944.0,你简直是搞笑，大b哥出道即巅峰，纯纯天才少年。王德发也是天才少年出道。李子也是nip传奇指挥。只在gg打了半年还是一年成绩不好，自己打的难受自己退队了。IM更是major杀穿带出黑马队的大哥。JL更是因为major的出色表现被看上的。blade更是传奇教练，目前最好的教练，并且占据这一荣誉已经很多年的传奇教练。,不是我说，现在都2024年了，好汉不提当年勇，两年前的什么天才少年major黑马在2024年是什么啊？没拿major冠军之前navi就是纯纯的一线垫底，拿了major以后还有人说是运气冠军呢，这次石油杯才稍微站稳脚，打打某些人的脸，就么就不是扬眉吐气了？,0,
2501,232902920304,232874629552,21162837,49884691.0,"决赛前专家圈：navi不配major冠军，g2做了最可怕的换人。观众：66%看好g2夺冠。

所以，这个圈子砖家比例是不是太高了点？",Navi今年两次夺冠都是不被看好的一方,0,
149,232869102128,232868973840,388399848,2601924.0,图1应该是g2选图吧，navi0：6都能硬生生打到加时，感觉navi就是越打越强的类型，图二图三更是一把比一把分差大,g2太容易给一波大的了,2,
3093,232870987168,0,10706901,,,批孩关键比赛拉胯多少次了，上届石油杯就是批孩关键时刻被载物爆了让小蜜蜂逆转。一个只会在决赛前发挥的世一狙有什么用,2,
2928,232937159040,232930043888,32135337,382441629.0,换im就怕找不到愿意做脏活还能补输出的,你看比赛吗？im脏活累活？nuke外场，ancient中路辅a，mirage拱门这可都是明星位，真脏活累活还得是小李子，就他打个明星位还能kd比小李子低，踢了绝对是应该的，只是navi看这边夺冠了，不好意思踢，换小蜜蜂包踢了,0,
2113,232898242592,232874105168,498429578,40761980.0,空了太多简单枪了,确定是空枪？是枪都开不出来了。,2,
1316,232902874416,0,11965593,,,开场动画是AR吗？咋搞的呀,0,
693,232874338912,232873517760,244166228,244166228.0,哥们顶着难受看到你g2 1:0 navi，心满意足的睡了，早上一起来一看，“恭喜navi夺冠”，不是哥们我一觉把g2睡没了?你到底打的有多离谱才能被连追两分?年年都有期望，年年都给粉丝一耳光，当然新阵容磨合和战术研究可能还不够到位，期望明年吧,确实也暴露出不少问题，比如地图精通不足以及相应战术研究不足，被navi安排的明明白白，说不希望他夺冠是假的，但是对虾又能再打几年?未来两年内再不夺冠真的就悬了,1,
819,232906432832,232905572992,189374076,102581265.0,全是以g2为主语的。。navi粉丝还是太少了,navi粉丝≈森破粉丝,0,1.0
1730,232968191536,232927816736,204729673,24950544.0,没有王德发[tv_doge],wdf老板,0,
1387,232958962880,0,3546621587491400,,,16比14险胜,0,
1847,232869975488,232870098016,250646584,250646584.0,你要是单拿荣誉来说 步枪手除了a队那两个老登 其他好像真没有比bit荣誉多的步枪手了,远古时期有的话提醒我一下 我17年看的比赛 远古比赛看得少,0,
3148,232879814688,232877360208,527311712,451662079.0,Niko的一生的三支队伍,还真是，faze 老鼠 g2,0,
2197,232878294176,0,1575514,,,这个罗贯中也是个串子，MVP不给诸葛亮给了孟获,2,1.0
1601,234156947936,0,190483649,,,👶🦐🐴🧔🍷：这并不好笑,0,1.0
2520,232871227920,232870827280,608998992,371293064.0,"恭喜navi[星星眼]
再一个是不是又有donk孝子说决赛要是绿龙navi
就输定了[doge]",[doge]绿龙要是进了navi可能真要被擒，不过还好是g2，血脉压制[doge],0,
2622,233587277520,0,401716278,,,🐷🐷🐷太会🐷了玩出,0,
702,232869866688,0,635096799,,,现在hltv上bit的奖杯数已经是小孩的三倍了光两个major都很顶了 小孩能反超的过来吗？,0,
1500,232872736640,0,30133857,,,笑死我了，还在孩神还在孩神[doge]到底谁在吹啊,2,
2835,234352568736,0,350806937,,,还不如呼吸,2,
922,232884439184,0,235071402,,,图一看完就睡觉，没想到输了[笑哭],1,
1425,232961016400,0,38666941,,,牢G又又又又被逮捕了[Cat!_sleep]果然睡觉也没有用吗,1,
1710,233014908480,232898512560,104656493,6158051.0,应该还是最强六人的老navi统治力强,也是被李子的g2打崩了,0,
906,232869408592,0,1104942079,,,navi越打越一体，各种的职能分工越来越细腻,3,
455,232923005376,232873811984,359524777,13343379.0,探子neax作用就是:哎，对面的我在这你们快来杀我，然后各种道具送给neax ，neax牺牲后，总指挥就会根据情况下达命令，2k作为先锋带头冲锋，，现在没了neax ，2k ，探子，先锋也就没了，只能跟对面硬碰硬了，，短板就出来了,昨晚枪软的离谱，小孩如果一直是这种状态g2就赶紧结束吧，donk也比你纪律性好啊,2,
2226,232873235024,232870068208,3493266800511810,98858867.0,"simple把他的职业生涯分成了两份给了monesy和wdf
monesy拿走了他的前半段职业生涯 获得了神的天赋以及狂妄 代价是major拿不到冠军。
wdf拿走了simple的后半段职业生涯 他获得了major冠军以及成为世界上最强战队的奖励 但代价是很难成为森载一样的超级巨星[doge]。转自完美评论",感覺，有點意淫過頭了，完美評論天天發這種小作文,0,
2241,232888714544,232882089344,3982034,399369158.0,骂批孩就算了，还非要扯上🦍🦍，很难让人怀疑不是在帆船,詹跑跑就算是抱大腿的冠军， 你大虾是什么冠军？[脸红],0,
2462,232892479312,0,616888212,,,今夕是何年，又让我回忆道之前jackz和a神的g2被navi统治的时代了[笑哭],0,
2028,232877415392,232875492544,40149054,405378138.0,擒拿,绷不住拉[doge],0,
168,232891887168,0,168872520,,,g2一旦被研究就只有换人了,2,
731,232909244400,232869001456,346698288,489401051.0,G2是不是打不了指挥强的队伍，比如NAVI，老鼠之类的？,G2这边哑火了，只有加起来才2火力点。玄之又玄。可能是强图没有吃到很大优势，被打懵了，后面看战队心理辅导吧，还真的站出一个人不会红温，给旁边人鼓励的。,1,
2309,232883861472,232874595696,673674704,3537108589349030.0,感觉现在g2队内氛围是真的不行[笑哭],磨合没多久，进决赛已经算不错了,1,
1311,232908550832,0,3493133121751440,,,批孩是真困了吧,0,
2456,232956530480,232868624304,38391921,1620493.0,[墨镜]小马哥遗迹确实给力，但是只限遗迹的样子 赶紧把其他图磨合下吧 。太子整个bo3犯得错希望是2024整年的[辣眼睛],mo但凡后面的大型赛事再打这样的发挥今年的top1、2就无望了,2,
27,232889829856,232868981632,1694924461,47086706.0,新阵G2确实厉害，但不影响他们会在关键时刻给粉丝来一泡大的，很难理解职业局能出现niko前压中路VIP下，在击杀一人后 队友在top mid扔道具完全不帮niko看中路我是真的不理解啊，niko自己都有意识回头看中路并把第二个打残了  队友道具刚出手，甚至没补上这个人头，这图三打的根本不像这支队伍的实力，第一次看G2的比赛这么高血压，也没想到以这么抽象结局结束，总结来说 如果以后小镇这么玩，那确实不如让hooxi来指挥，至少hooxi指挥挺让人赏心悦目而不是枯燥乏味且抽象,不买顶级指挥真不行吧[吃瓜],2,1.0
2129,233341748192,232918594240,278091214,39667896.0,如果吹王朝的真是G2粉，年龄不会超过15，信这个的年龄不会超过12,12？8！,0,
1899,232899677344,232869708528,39682656,106921806.0,非引战，但大B哥在未来有没有可能竞争史一步呢？出道四年，两个major，而且是横跨csgo和cs2，有大满贯，其他冠军拿了不少，战绩也一直不错。现在成了队伍里的明星位，今天拿了第一个mvp，以navi的状态看来现在一年整一两个冠军问题不大，慢慢积攒下去荣誉的厚度也会有的。现在看来可能差的一是高一点的hltv排名（今年有希望冲一个），二是mvp少，但没办法拿冠军最多那段时间他和csgo的goat一队……感觉尼如果到退役都没有major的话，大B哥真能争一争。,目前看不太行顶级枪法，脑袋差一点,0,
1654,232868543040,232868488368,306958768,44147208.0,到八擒这种情况就已经不是实力不实力的问题了,炸Navi的绿龙被g2炸鱼我以为g2稳了，没想到Navi炸g2,1,
1624,233242616768,0,40277335,,,Navi历来突出一个爹多,0,
588,233461932976,0,195140481,,,作为navi粉在23年憋屈一年，在24年真的太爽了！,3,
1402,232890996192,0,197810489,,,图三感觉niko从压中路侧道那一波就急了，然后急了又死，心态爆炸了，然后就g了,0,
998,232915050464,232906474656,285784078,1573597146.0,"有推荐的CS比赛解说吗,这两人似乎不大行",🥚,0,
1177,232915510896,232915485344,3546393920670500,104276987.0,什么情况，我以为就lol有[喜极而泣],一块来的，不过不同时间[妙啊],0,
1702,232904428176,232875164032,72083150,384120353.0,都说navi的major是faze送的，可是最近三场大赛navi拿了两次冠军，一次亚军,说运气的都是沾点的，七擒G2，三赢FAZE，这叫运气[藏狐],3,
1041,232881357664,232880916192,276041286,597106995.0,哈姆吗,是的,0,
34,232906262288,232881003312,47303230,348834298.0,G2两个新来的刚好一个不打小镇一个不打nuke，结果两个都是navi强图[笑哭],这两张图刚好也是G2的强图，可惜,0,
2061,232869031056,232869075888,310165169,74196907.0,简直了,甚至对标的人都是有某种相同属性的[笑哭],0,
2528,232959157040,232937627456,180243707,369266332.0,说实话我挺讨厌navi 的，虽然我不是G2粉,我到现在还没主队，喜欢看g2比赛，也喜欢小孩niko，但是这次我希望navi赢，单纯不想g2夺冠，我也不知道为什么,0,
1380,232868573568,0,14535087,,,"“没人看好navi""
没必要这么说喜欢的队伍和队员吧",0,
42,233536348080,232906262288,521506496,47303230.0,这两张图刚好也是G2的强图，可惜,g2的nuke也不算特别强啊,2,
1878,232879150160,232869708528,662249626,106921806.0,非引战，但大B哥在未来有没有可能竞争史一步呢？出道四年，两个major，而且是横跨csgo和cs2，有大满贯，其他冠军拿了不少，战绩也一直不错。现在成了队伍里的明星位，今天拿了第一个mvp，以navi的状态看来现在一年整一两个冠军问题不大，慢慢积攒下去荣誉的厚度也会有的。现在看来可能差的一是高一点的hltv排名（今年有希望冲一个），二是mvp少，但没办法拿冠军最多那段时间他和csgo的goat一队……感觉尼如果到退役都没有major的话，大B哥真能争一争。,史一步不太可能争得过，还是这样的状态争一个高位top，可以成为前排步枪手,0,
2288,232888483296,232878799184,30913388,36260545.0,希望尼公子能圆梦major[大哭][大哭][大哭],18年早点醒真早拿了[doge]可惜了,0,
2341,232868804032,0,33496869,,,大B哥对小孩20比8，传奇捕孩手。,2,
2780,232870865840,232869704608,596142415,285768055.0,G2用枪法打灭donk大比分打掉VP小镇被navi虐枪法，真tm像全员演戏😆,如果决赛绿龙打navi感觉大概率是绿龙再俘虏navi，太搞了[笑哭],0,
2312,232869649008,232869556976,298773823,52231490.0,[呲牙],删了让我发,0,
2062,232870775824,232870694160,482790393,87989031.0,这就是blad牛逼得，他真的硬练的。navi米垃圾在major还是一坨，照样一直选，一直练，之前遗迹也是，菜就一直打，感觉他下一步就是沙二了,沙二采访的时候也说练了不然不会首选,0,
1752,232870501552,232869958256,673716635,3493140925253940.0,李子太懂Niko了，图三躲着niko打了5局a点，先让niko红温，之后就很自然的红温了,什么控温高手,3,1.0
610,232873536752,232873143664,3493092596386280,407448963.0,G2真的好久没在决赛输了,但这场对面是NAVI,3,
1133,232929361424,232920922816,629959880,35894194.0,中国队什么实力，能进四强吗,串,0,
29,232890409984,232889829856,1258414806,1694924461.0,不买顶级指挥真不行吧[吃瓜],现在还能买谁啊，总不能买四奶皮，或者胖球吧？,0,
442,232908940240,232869842352,548474486,509423440.0,Niko：咦，怎么有点，熟悉的，牢牢的感觉，好怪啊，再看一眼,决赛G2和NAVI，图一遗迹，图二核子，niko大C，这是几几年[doge],0,
666,232977096464,232967677872,361815249,3493126230510550.0,口号是赶森超载，优势是永远年轻哥，你这嘲讽都错词了,有区别吗,0,
2311,232886798160,232868622480,354731012,43240914.0,G2主要是没韧性，中间一输就一滑到底，起不来状态了。iem达拉斯和小蜜蜂图二连追六分进加时真的给我看哭了，不知道G2什么时候能再找回这种韧劲,知道为什么吗，因为nexa不在[脱单doge],0,
494,232911929232,232873868512,1897626694,1284636565.0,确实，如果是豆豆，估计已经想直接下班了[doge],豆豆……想起曾经还一分超级大翻盘faze来着，现在成这样了,0,
1259,232875580480,0,188860532,,,经典捕虾队[笑哭],3,1.0
1302,232868631440,0,1409897012,,,致敬传奇捕虾队,3,
2710,232918361712,0,8391895,,,什么都好就是没弹幕，[大哭][大哭]我要弹幕版的,0,
2525,232873361808,232872333936,4594042,451836700.0,这个状态的b1t你怎么擒啊,打G2有BUFF加成的，到打其他队伍就未必是这个状态了[doge],0,
1383,233034917840,0,218510323,,,后面两张图看直播给我打服了,1,
1305,232867342464,0,5402584,,,CS2魅力时刻,0,
237,232910622656,232868591536,1897626694,393634512.0,往好了想，变阵首秀大赛亚军，还是不错的，之前说了一爹劣二爹平，三爹四爹随便赢，这图二图三真只有niko醒着，那就没办法了,小马哥图三打的挺好啊，图二不会玩没办法,1,
1988,232882059248,232881634720,413072882,3631843.0,"之前有人说navi拿下major冠军是运气好，现实应该是没话说了。

但g2这边也是真的奇葩，都以为g2觉醒了，结果又莫名其妙软了，特别是决赛里的小孩，哇，真就一经济黑洞，明明都已经瞄到人了，就是不开枪，完事还要一直拿狙，那要我说还不如一直拿步枪还能省点钱呢。",那些人喷navi是因为navi没打过小蜜蜂，没打赢绿龙,0,
552,232912763952,232912537360,118622690,658371.0,虽然g2输了，但是g2纸面实力比navi强，硬实力冠军，下一届major稳了,[笑哭],0,
521,232968967008,232967750272,97456879,437927177.0,不知道你是什么心情，我现在在看出生表演,小丑2没你主演我根本不看好吧,0,1.0
2369,232964231056,232884803088,3546639606221200,29860091.0,输的挺好的，只有失败才能让人认清现实，面对错误，全力以赴，一只新队伍赢了反而不好，上海major加油,你什么脑回路啊？赢了为什么不好？b战学生脑回路真的新奇啊。,0,
1233,232889288944,0,255779483,,,相比较下，还是让BANGA和666来说吧,0,
1139,232906561504,232905132144,3546719675484930,376253770.0,Hooxi来了绿龙都打不过,就绿龙现在这状态 a队来都能踩两脚 hooxi cs2 24年1月 到5月战绩 并不差 kd有0.78 关键首杀更是有 28%小镇和阿努比斯那套战术 更是让g2成为必拿分的利器 选了就能赢 你们云子是这样的 印象流一波到底 倒是披萨走了之后 表哥现在打的很舒服,0,
1907,232909120992,232869708528,349640601,106921806.0,非引战，但大B哥在未来有没有可能竞争史一步呢？出道四年，两个major，而且是横跨csgo和cs2，有大满贯，其他冠军拿了不少，战绩也一直不错。现在成了队伍里的明星位，今天拿了第一个mvp，以navi的状态看来现在一年整一两个冠军问题不大，慢慢积攒下去荣誉的厚度也会有的。现在看来可能差的一是高一点的hltv排名（今年有希望冲一个），二是mvp少，但没办法拿冠军最多那段时间他和csgo的goat一队……感觉尼如果到退役都没有major的话，大B哥真能争一争。,都说大b哥做不到，但他是03年的，2届冠军得主，其余冠军也不计其数，出道即巅峰，他完全还可以打5年,3,
721,232869187952,232869365616,526973119,3493080676173880.0,打老鼠G2胜率不低的,五五开吧,0,
736,233332979184,232873180928,356540785,13343379.0,g2估计就是打不赢navi 你看得出来g2也是纪律性很强的队伍，但是同样个性得队伍交手胜负就是心态和意志力的比拼，,G2纪律性强？？？？？？？？？十次比赛有一多半都输在纪律性上，残局非要对，突破不搜点，阵型不持久，连C4各种问题都处理不好，也就NIKO纪律性好点,2,
2832,232868332256,0,87236173,,,第一,0,
593,232912537360,0,658371,,,虽然g2输了，但是g2纸面实力比navi强，硬实力冠军，下一届major稳了,3,1.0
1304,232868503472,0,687121148,,,恭喜navi,3,
1388,233046637920,233030209424,610303519,456127499.0,职业a4出场率好像也比a1低？,就im喜欢玩a4，他控枪能力太强了，可以驾驭住a4,3,
2086,233608320464,233607416560,1601232541,3493079302539890.0,你说的还是之前，自从跟vp打那场感觉阿努比斯又进化了，迷城也是大进化了，这次nuke也进步不少，这样的队看起来有意思多了，现在navi强图太多了。,最好练大厦 对绿龙多一个机会,0,
2381,233105146192,232964483440,482790393,512237541.0,现在mo怎么不在了,在的，前几天出差参加活动去了,0,
2978,232877190320,0,20196541,,,不如我来当教练[doge],2,
905,232912809152,0,601394332,,,navi纪律性真的强，还有就是22:30和39:20两个雷同时炸一个点，看着两个雷飞过去的轨迹莫名戳中爽点[星星眼],3,
2715,232915531312,0,5491629,,,最喜欢的一集,0,
1280,232872560624,0,43859297,,,一觉起来七擒了[doge],0,
2802,232888441744,0,616746586,,,[大哭][大哭][大哭],0,
3080,233075186576,232948955952,360745513,196981369.0,这主办方分组没点黑箱我是不信，刻意让NAVI避开绿龙，最后给NAVI一个孟获，成就李子丞相之路。,顺从了[偷笑],0,
2845,232869350032,232869155712,293514295,2137635652.0,批特搁那拿烟架烟是真的逆天,不看回放都不知道死哪在哪里,0,
2631,232869858944,0,1626651105,,,navi庆功宴大B哥说小孩没到，大家都不敢动筷。[辣眼睛],2,
2541,232868428352,0,32791772,,,孟获！,2,
707,232897838512,0,171663959,,,g2怎么所有比赛都在拿亚军啊[東雪蓮_难绷],2,1.0
2819,232872794128,0,87344719,,,牛逼，看到g2拿一分的时候感觉navi要完就去睡了，结果翻了,0,
746,232903311056,232874879712,471661759,13343379.0,我觉得还是老样子，因为g2不缺钢枪人，缺的是牺牲位信息位（neax）和灵性位（2k）,nexa是什么牺牲位啊？他都是吃信息的,0,
1942,232924014896,232869457872,325577422,355330331.0,"最后再提一嘴今天的关键人物小孩吧，可以说他今天的发挥其实是战犯级的：图一的空枪，脑溢血换位被抓，该自保不自保送掉给予navi残局机会,图二总体队伍出现问题，也没有亮眼表现不多说了，图三完全就是没有起到作用，被bit腐乳，可以说小孩这次决赛要背60以上的锅。但是同样我也想说，他还很年轻，他下个赛事完全可以调整回来，只要他和niko能同时发挥，这支g2可以说就是世界最顶尖的队伍",只能说能力越大责任越大了，像hunter这发挥，都让人忘了g2还有这么个人了，就好像4打5一样,0,
2106,232942536256,232942381872,3546640386361730,266757158.0,ccnc不是3-0夺冠了吗,说的cs,0,
